PROVINCE,DISTRICT,NEIGHBORHOOD,X,Y
İSTANBUL,ÜSKÜDAR,İCADIYE MAHALLESI,29.03448927945205,41.029109558904096
İSTANBUL,ÜSKÜDAR,KANDILLI MAHALLESI,29.061178990370372,41.068771110370356
İSTANBUL,ÜSKÜDAR,KUZGUNCUK MAHALLESI,29.033902712755104,41.034311635204105
İSTANBUL,ÜSKÜDAR,SELAMI ALI MAHALLESI,29.028025493750008,41.02537510416668
İSTANBUL,ÜSKÜDAR,MURATREIS MAHALLESI,29.028969274545457,41.02164816727272
İSTANBUL,ÜSKÜDAR,VALIDE-I ATIK MAHALLESI,29.027817132394368,41.01902486619718
İSTANBUL,ÜSKÜDAR,BARBAROS MAHALLESI,29.031746136134437,41.01216019579835
İSTANBUL,ÜSKÜDAR,ZEYNEP KAMIL MAHALLESI,29.02075137704918,41.015039713114746
İSTANBUL,ÜSKÜDAR,SULTANTEPE MAHALLESI,29.021336499999997,41.029813267532475
İSTANBUL,ÜSKÜDAR,MIMAR SINAN MAHALLESI,29.016455374626858,41.025261412686575
İSTANBUL,ÜSKÜDAR,AHMEDIYE MAHALLESI,29.01585766862744,41.018504186274505
İSTANBUL,ÜSKÜDAR,AZIZ MAHMUT HÜDAYI MAHALLESI,29.010995167088602,41.02253909746835
İSTANBUL,ÜSKÜDAR,SALACAK MAHALLESI,29.01021013821137,41.01776225691057
İSTANBUL,ÜSKÜDAR,SELIMIYE MAHALLESI,29.015521684545455,41.00757233818183
İSTANBUL,ÜSKÜDAR,CUMHURIYET MAHALLESI,29.081821439344264,41.01068580983609
İSTANBUL,ÜSKÜDAR,BULGURLU MAHALLESI,29.07869159885058,41.01870910574712
İSTANBUL,ÜSKÜDAR,KISIKLI MAHALLESI,29.070817194531262,41.026009514843736
İSTANBUL,ÜSKÜDAR,ÜNALAN MAHALLESI,29.067230958536584,41.00086528292683
İSTANBUL,ÜMRANIYE,CEMIL MERIÇ MAHALLESI,29.14494958113209,41.024074302515714
İSTANBUL,ÜMRANIYE,ALTINŞEHIR MAHALLESI,29.143395178205136,41.011547560256396
İSTANBUL,ÜMRANIYE,MEHMET AKIF MAHALLESI,29.13790398351649,41.007560338461545
İSTANBUL,ÜMRANIYE,TEPEÜSTÜ MAHALLESI,29.13221502873563,41.016679424137955
İSTANBUL,ÜMRANIYE,IHLAMURKUYU MAHALLESI,29.136860826804117,41.02297005463919
İSTANBUL,ÜMRANIYE,ÇAKMAK MAHALLESI,29.127803858163276,41.01515408979593
İSTANBUL,ÜMRANIYE,TATLISU MAHALLESI,29.13242063706897,41.0015538534483
İSTANBUL,ÜMRANIYE,ÇAMLIK MAHALLESI,29.125962708411212,41.00283603831776
İSTANBUL,ÜMRANIYE,SITE MAHALLESI,29.115141273809513,41.00891343214287
İSTANBUL,ÜMRANIYE,ARMAĞANEVLER MAHALLESI,29.112591389772728,41.01327888636364
İSTANBUL,ÜMRANIYE,FINANSKENT MAHALLESI,29.111869102898552,41.00385507681158
İSTANBUL,ÜMRANIYE,ATAKENT MAHALLESI,29.1056361625,41.015486390178566
İSTANBUL,ÜMRANIYE,YENIŞEHIR MAHALLESI,29.100272939726015,41.00858059863014
İSTANBUL,ÜMRANIYE,İSTIKLAL MAHALLESI,29.09980676153847,41.01789181748252
İSTANBUL,ÜMRANIYE,ESENEVLER MAHALLESI,29.091293548387096,41.01432060215055
İSTANBUL,ÜMRANIYE,FATIH SULTAN MEHMET MAHALLESI,29.128686606194698,41.0394714840708
İSTANBUL,ÜMRANIYE,NAMIK KEMAL MAHALLESI,29.090579220370365,41.02020916018519
İSTANBUL,ÜMRANIYE,YAMANEVLER MAHALLESI,29.104429301086952,41.02632755434782
İSTANBUL,ÜMRANIYE,ATATÜRK MAHALLESI,29.092786203225803,41.0265756655914
İSTANBUL,ÜMRANIYE,SARAY MAHALLESI,29.116013384761903,41.037060084761904
İSTANBUL,ÜMRANIYE,TANTAVI MAHALLESI,29.086998558666668,41.03114985866668
İSTANBUL,ÜMRANIYE,ELMALIKENT MAHALLESI,29.096537974774762,41.03778457747749
İSTANBUL,ÜMRANIYE,DUMLUPINAR MAHALLESI,29.09093500962963,41.05094465999999
İSTANBUL,ÜMRANIYE,İNKILAP MAHALLESI,29.110952248979597,41.04278911479591
İSTANBUL,ÜMRANIYE,KAZIM KARABEKIR MAHALLESI,29.105526676086946,41.04102117681159
İSTANBUL,ÜMRANIYE,TOPAĞACI MAHALLESI,29.098548904519774,41.05255083785309
İSTANBUL,ÜMRANIYE,HEKIMBAŞI MAHALLESI,29.095629885135125,41.06052950202704
İSTANBUL,ÜMRANIYE,PARSELLER MAHALLESI,29.154121470967755,41.029781692473136
İSTANBUL,ÜMRANIYE,ADEM YAVUZ MAHALLESI,29.15377595312498,41.02141697187499
İSTANBUL,ÜMRANIYE,HUZUR MAHALLESI,29.16145363033707,41.02829355955055
İSTANBUL,ÜMRANIYE,AŞAĞI DUDULLU MAHALLESI,29.164200810909072,41.024031908181804
İSTANBUL,ÜMRANIYE,NECIP FAZIL MAHALLESI,29.172903119512196,41.017455362195115
İSTANBUL,ÜMRANIYE,MADENLER MAHALLESI,29.184721946341465,41.01184462682928
İSTANBUL,ÜMRANIYE,ESENKENT MAHALLESI,29.181337119999988,40.99942213777777
İSTANBUL,ÜMRANIYE,ESENŞEHIR MAHALLESI,29.167230786904756,41.005627757142854
İSTANBUL,ÜMRANIYE,ŞERIFALI MAHALLESI,29.14688815507247,41.000834672463746
İSTANBUL,ÜMRANIYE,YUKARI DUDULLU MAHALLESI,29.154178938554224,41.01072782409638
İSTANBUL,BEYKOZ,BAKLACI MAHALLESI,29.12900072227723,41.06442900148515
İSTANBUL,BEYKOZ,ÇAMLIBAHÇE MAHALLESI,29.084161926027388,41.1482108
İSTANBUL,BEYKOZ,GÜMÜŞSUYU MAHALLESI,29.106734185714277,41.126030094155844
İSTANBUL,BEYKOZ,İNCIRKÖY MAHALLESI,29.115608499999993,41.120623143396216
İSTANBUL,BEYKOZ,MERKEZ MAHALLESI,29.104331012834226,41.135232994117644
İSTANBUL,BEYKOZ,ORTAÇEŞME MAHALLESI,29.09188932967032,41.14500962527473
İSTANBUL,BEYKOZ,SOĞUKSU MAHALLESI,29.108404238888898,41.112113087777786
İSTANBUL,BEYKOZ,YALIKÖY MAHALLESI,29.08392473582889,41.140813374331564
İSTANBUL,BEYKOZ,GÖKSU MAHALLESI,29.071640103571422,41.077750259523796
İSTANBUL,BEYKOZ,GÖZTEPE MAHALLESI,29.08591862422359,41.07950405590059
İSTANBUL,BEYKOZ,YENI MAHALLE,29.090472653333332,41.06780868857143
İSTANBUL,BEYKOZ,RÜZGARLIBAHÇE MAHALLESI,29.101950478321676,41.08964973006993
İSTANBUL,BEYKOZ,ANADOLU HISARI MAHALLESI,29.071426165476197,41.08569008571427
İSTANBUL,BEYKOZ,ÇUBUKLU MAHALLESI,29.084794692134825,41.10482508483144
İSTANBUL,BEYKOZ,ÇIĞDEM MAHALLESI,29.096953910077524,41.110756239534886
İSTANBUL,BEYKOZ,KAVACIK MAHALLESI,29.083526971900827,41.08871811404957
İSTANBUL,MALTEPE,BÜYÜKBAKKALKÖY MAHALLESI,29.18462379889092,40.956041262661685
İSTANBUL,KADIKÖY,MERDIVENKÖY MAHALLESI,29.070178341666676,40.986558033333345
İSTANBUL,KADIKÖY,GÖZTEPE MAHALLESI,29.06099207192982,40.9777914122807
İSTANBUL,KADIKÖY,DUMLUPINAR MAHALLESI,29.058908681578952,40.99265925526315
İSTANBUL,KADIKÖY,FENERYOLU MAHALLESI,29.0482581479452,40.982389702739724
İSTANBUL,KADIKÖY,FIKIRTEPE MAHALLESI,29.051309338983042,40.99447853728815
İSTANBUL,KADIKÖY,RASIMPAŞA MAHALLESI,29.02444835833334,40.99653971083335
İSTANBUL,KADIKÖY,SUADIYE MAHALLESI,29.079513129629643,40.959188952592605
İSTANBUL,KADIKÖY,KOZYATAĞI MAHALLESI,29.09537218783784,40.968254897297285
İSTANBUL,KADIKÖY,ZÜHTÜPAŞA MAHALLESI,29.037046499999995,40.985865382500016
İSTANBUL,KADIKÖY,ACIBADEM MAHALLESI,29.039782200900902,41.00250033063065
İSTANBUL,KADIKÖY,HASANPAŞA MAHALLESI,29.043768926086944,40.9962006804348
İSTANBUL,KADIKÖY,KOŞUYOLU MAHALLESI,29.033799136263745,41.006918548351656
İSTANBUL,ATAŞEHIR,YENIŞEHIR MAHALLESI,29.143754794642856,40.993247907142845
İSTANBUL,ATAŞEHIR,YENI ÇAMLICA MAHALLESI,29.162617454545455,40.99018896590909
İSTANBUL,ATAŞEHIR,ÖRNEK MAHALLESI,29.082521122807027,40.995878644736834
İSTANBUL,ATAŞEHIR,MUSTAFA KEMAL MAHALLESI,29.093763765882358,40.99971668941176
İSTANBUL,ATAŞEHIR,FETIH MAHALLESI,29.0765034,41.00228215909091
İSTANBUL,ATAŞEHIR,ESATPAŞA MAHALLESI,29.085392077333328,41.00167363066665
İSTANBUL,ATAŞEHIR,BARBAROS MAHALLESI,29.097442200000003,40.99264831544718
İSTANBUL,ATAŞEHIR,AŞIK VEYSEL MAHALLESI,29.090988051666663,41.00359359166668
İSTANBUL,ATAŞEHIR,FERHATPAŞA MAHALLESI,29.177888563225814,40.98061640903227
İSTANBUL,ATAŞEHIR,ATATÜRK MAHALLESI,29.12608753043479,40.98911489304347
İSTANBUL,KARTAL,YAKACIK ÇARŞI MAHALLESI,29.233139078644093,40.918898259660985
İSTANBUL,KARTAL,TOPSELVI MAHALESI,29.214094299019614,40.89691832647059
İSTANBUL,KARTAL,ORTA MAHALLE,29.207092001492544,40.91309308059703
İSTANBUL,KARTAL,GÜMÜŞPINAR MAHALLESI,29.208482208264456,40.92185251487604
İSTANBUL,KARTAL,HÜRRIYET MAHALLESI,29.234344246195654,40.903653171739144
İSTANBUL,KARTAL,UĞUR MUMCU MAHALLESI,29.215399737634403,40.933395278494615
İSTANBUL,KARTAL,YAKACIK YENI MAHALLE,29.223140917391298,40.923347928695655
İSTANBUL,ÇEKMEKÖY,SOĞUKPINAR MAHALLESI,29.235046022448984,41.02400734285714
İSTANBUL,ÇEKMEKÖY,NIŞANTEPE MAHALLESI,29.26940488849561,41.052383028318566
İSTANBUL,ÇEKMEKÖY,ÇATALMEŞE MAHALLESI,29.257408603773577,41.05902323301886
İSTANBUL,ÇEKMEKÖY,ALEMDAĞ MAHALLESI,29.23460593771428,41.05124150285715
İSTANBUL,ÇEKMEKÖY,EKŞIOĞLU MAHALLESI,29.240017240441194,41.03098940294119
İSTANBUL,ÇEKMEKÖY,MERKEZ MAHALLESI,29.170848282446833,41.03980740106382
İSTANBUL,ÇEKMEKÖY,MIMAR SINAN MAHALLESI,29.181919295726495,41.03255308888888
İSTANBUL,ÇEKMEKÖY,ÇAMLIK MAHALLESI,29.194479150704232,41.01848929014085
İSTANBUL,ÇEKMEKÖY,MEHMET AKIF MAHALLESI,29.186066969863003,41.01908147397261
İSTANBUL,ÇEKMEKÖY,TAŞDELEN MAHALLESI,29.231514933333337,41.033821910869584
İSTANBUL,TUZLA,AYDINTEPE MAHALLESI,29.301906641747557,40.856669323300956
İSTANBUL,TUZLA,EVLIYA ÇELEBI MAHALLESI,29.27649409021741,40.83848245108695
İSTANBUL,PENDIK,GÜZELYALI MAHALLESI,29.276337120370364,40.858875101851844
İSTANBUL,PENDIK,ORHANGAZI MAHALLESI,29.288934603571423,40.86758729464287
İSTANBUL,PENDIK,FATIH MAHALLESI,29.300599037735854,40.86743509056604
İSTANBUL,PENDIK,AHMET YESEVI MAHALLESI,29.307762676190475,40.86991680238095
İSTANBUL,PENDIK,KAYNARCA MAHALLESI,29.25888817094971,40.8634767642458
İSTANBUL,PENDIK,DOĞU MAHALLESI,29.240436304166664,40.87803121875
İSTANBUL,PENDIK,BATI MAHALLESI,29.229628557723565,40.87381116341464
İSTANBUL,PENDIK,SAPANBAĞLARI MAHALLESI,29.221367700000005,40.88547914843751
İSTANBUL,PENDIK,BAHÇELIEVLER MAHALLESI,29.235154510416663,40.885001941666665
İSTANBUL,PENDIK,YENI MAHALLE,29.228281893939393,40.885488119696994
İSTANBUL,PENDIK,ÇINARDERE MAHALLESI,29.242343786290323,40.89734897822579
İSTANBUL,PENDIK,ORTA MAHALLE,29.243103569999995,40.890344755
İSTANBUL,PENDIK,DUMLUPINAR MAHALLESI,29.250453429310344,40.89051027241379
İSTANBUL,PENDIK,FEVZI ÇAKMAK MAHALLESI,29.265142267647057,40.884620142647066
İSTANBUL,PENDIK,KAVAKPINAR MAHALLESI,29.281648080745338,40.879867898136645
İSTANBUL,PENDIK,ESENLER MAHALLESI,29.271869803597124,40.88785717625898
İSTANBUL,PENDIK,VELIBABA MAHALLESI,29.252040408641992,40.90723277530865
İSTANBUL,PENDIK,YAYALAR MAHALLESI,29.267274568656706,40.905595091044795
İSTANBUL,PENDIK,GÜLLÜ BAĞLAR MAHALLESI,29.274313393023263,40.89520954069767
İSTANBUL,PENDIK,RAMAZANOĞLU MAHALLESI,29.289738305454538,40.89353172090909
İSTANBUL,PENDIK,SANAYI MAHALLESI,29.311327264375016,40.899648776250004
İSTANBUL,PENDIK,SÜLÜNTEPE MAHALLESI,29.274998792105265,40.913846361842104
İSTANBUL,PENDIK,ERTUĞRUL GAZI MAHALLESI,29.261219068181827,40.91891067363637
İSTANBUL,PENDIK,ÇAMLIK MAHALLESI,29.281199869369377,40.92610728288288
İSTANBUL,ÇATALCA,FATIH MAHALLESI,28.199553050697244,41.476069681175375
İSTANBUL,ÇATALCA,ATATÜRK MAHALLESI,28.140104628761048,41.387960545575226
İSTANBUL,ÇATALCA,GÖKÇEALI MAHALLESI,28.434893948969076,41.20742264432988
İSTANBUL,ÇATALCA,OVAYENICE MAHALLESI,28.420254366233756,41.1058256121212
İSTANBUL,ÇATALCA,ÇAKIL MAHALLESI,28.447115395528453,41.105566446747986
İSTANBUL,ÇATALCA,İZZETTIN MAHALLESI,28.510538381446555,41.18065077201257
İSTANBUL,ÇATALCA,KALEIÇI MAHALLESI,28.43959230905172,41.165880022844796
İSTANBUL,ÇATALCA,FERHATPAŞA MAHALLESI,28.500617706818183,41.12826544886363
İSTANBUL,ÇATALCA,BAHŞAYIŞ MAHALLESI,28.5510480439394,41.11516068787876
İSTANBUL,ÇATALCA,MURATBEY MERKEZ MAHALLESI,28.49569715097088,41.081616322330085
İSTANBUL,SILIVRI,SANCAKTEPE MAHALLESI,28.09279450507813,41.11405177070315
İSTANBUL,SILIVRI,BÜYÜKKILIÇLI MAHALLESI,28.181955272010207,41.18506499287534
İSTANBUL,SILIVRI,BALABAN MAHALLESI,28.068249219153245,41.127423478629034
İSTANBUL,SILIVRI,İSMETPAŞA MAHALLESI,28.023911495348838,41.12271622651164
İSTANBUL,SILIVRI,FEVZIPAŞA MAHALLESI,27.994050651162798,41.090712188953475
İSTANBUL,BÜYÜKÇEKMECE,CUMHURIYET MAHALLESI,28.61534361259261,41.02131204666666
İSTANBUL,BÜYÜKÇEKMECE,ATATÜRK MAHALLESI,28.604264277570092,41.0129340130841
İSTANBUL,BÜYÜKÇEKMECE,FATIH MAHALLESI,28.59341355786518,41.02103555674155
İSTANBUL,BÜYÜKÇEKMECE,PINARTEPE MAHALLESI,28.608168530061338,41.002862561963184
İSTANBUL,BÜYÜKÇEKMECE,DIZDARIYE MAHALLESI,28.578310319148937,41.02501927606382
İSTANBUL,BÜYÜKÇEKMECE,19 MAYIS MAHALLESI,28.594023644017085,41.03607879615388
İSTANBUL,BÜYÜKÇEKMECE,ÇAKMAKLI MAHALLESI,28.61331749333333,41.04756130666665
İSTANBUL,BÜYÜKÇEKMECE,ALKENT 2000 MAHALLESI,28.60297882301588,41.072533752380956
İSTANBUL,BÜYÜKÇEKMECE,KARAAĞAÇ MAHALLESI,28.582905469348653,41.0915417340996
İSTANBUL,BÜYÜKÇEKMECE,HÜRRIYET MAHALLESI,28.531698173333325,41.04547539076925
İSTANBUL,BÜYÜKÇEKMECE,ULUS MAHALLESI,28.549394178481027,41.044409436286905
İSTANBUL,BÜYÜKÇEKMECE,MIMAROBA MAHALLESI,28.537732083908043,41.003340219540235
İSTANBUL,BÜYÜKÇEKMECE,MURAT ÇEŞME MAHALLESI,28.538255307777792,41.018849154444446
İSTANBUL,BÜYÜKÇEKMECE,MIMAR SINAN MERKEZ MAHALLESI,28.56174038059701,41.01852935634332
İSTANBUL,BÜYÜKÇEKMECE,GÜZELCE MAHALLESI,28.51656850172412,41.00621383908046
İSTANBUL,BÜYÜKÇEKMECE,TÜRKOBA MAHALLESI,28.512788581052632,41.04253811
İSTANBUL,BÜYÜKÇEKMECE,BAHÇELIEVLER MAHALLESI,28.488367490259744,41.02770589285714
İSTANBUL,BÜYÜKÇEKMECE,CELALIYE MAHALLESI,28.41486994035088,41.05919391228072
İSTANBUL,BÜYÜKÇEKMECE,AHMEDIYE MAHALLESI,28.522319261538467,41.08836541188815
