id,district,neighbourhood,predicted_damage,real_damage,error_ratio,outlier,confidence,damage_class_regression
40194,BAKIRKOY,ATAKOY 2-5-6. KISIM NEIGHBORHOOD,0.6758686237,1,0.3241313763,1,0.6758686237,Very Heavy
40201,BAKIRKOY,ATAKOY 3-4-11. KISIM NEIGHBORHOOD,0.486177808,0.5644014312,0.1385957209,0,0.8614042791,Very Heavy
40196,BAKIRKOY,ATAKOY 7-8-9-10. KISIM NEIGHBORHOOD,0.4680747435,0.4013700911,0.1661923841,0,0.8338076159,Very Heavy
40200,BAKIRKOY,BASINKOY NEIGHBORHOOD,0.1487146196,0.2942999188,0.3351043117,1,0.7038313008,Heavy
40192,BAKIRKOY,CEVIZLIK NEIGHBORHOOD,0.1910850606,0.1699077307,0.4218366443,0,0.8154081552,Very Heavy
40197,BAKIRKOY,KARTALTEPE NEIGHBORHOOD,0.3855534566,0.3932507884,0.01957359536,0,0.9804264046,Very Heavy
40188,BAKIRKOY,OSMANIYE NEIGHBORHOOD,0.2867045712,0.3122238089,0.08173379788,0,0.9182662021,Very Heavy
40191,BAKIRKOY,SAKIZAGACI NEIGHBORHOOD,0.3395671215,0.319169829,0.063907333,0,0.936092667,Very Heavy
40199,BAKIRKOY,SENLIKKOY NEIGHBORHOOD,0.2039512226,0.261152692,0.219034577,1,0.780965423,Very Heavy
40190,BAKIRKOY,YENIMAHALLE NEIGHBORHOOD,0.3240684957,0.3125507142,0.03685092043,0,0.9631490796,Very Heavy
40189,BAKIRKOY,YESILKOY NEIGHBORHOOD,0.2851275435,0.2702990337,0.05485964783,0,0.9451403522,Very Heavy
40195,BAKIRKOY,YESILYURT NEIGHBORHOOD,0.4100846102,0.4096447587,0.001073738906,0,0.9989262611,Very Heavy
40193,BAKIRKOY,ZEYTINLIK NEIGHBORHOOD,0.1789892378,0.1873771205,0.04476471139,0,0.9552352886,Heavy
40198,BAKIRKOY,ZUHURATBABA NEIGHBORHOOD,0.3531447463,0.3564406866,0.009246812762,0,0.9907531872,Very Heavy
40598,BASAKSEHIR,ALTINSEHIR NEIGHBORHOOD,0.0349062929,0.03512162231,0.00613096409,0,0.9938690359,Medium
40871,BASAKSEHIR,BAHCESEHIR 1. KISIM NEIGHBORHOOD,0.01225720695,0.01357475573,0.09705874703,0,0.902941253,Minor
40872,BASAKSEHIR,BAHCESEHIR 2. KISIM NEIGHBORHOOD,0.03060881028,0.03028957971,0.01053928699,0,0.989460713,Medium
40357,BASAKSEHIR,BASAK NEIGHBORHOOD,0.0208621796,0.007670112697,5.100548446,1,0.8730174944,Minor
40581,BASAKSEHIR,BASAKSEHIR NEIGHBORHOOD,0.03174222195,0.008926769098,2.78365797,1,0.8395476411,Medium
40597,BASAKSEHIR,GUVERCINTEPE NEIGHBORHOOD,0.03034008262,0.03071062628,0.01206564966,0,0.9879343503,Medium
40583,BASAKSEHIR,KAYABASI NEIGHBORHOOD,0.02167417621,0.01087434503,1.950089936,1,0.861301483,Minor
40584,BASAKSEHIR,SAHINTEPE NEIGHBORHOOD,0.02167917342,0.0219084257,0.01046411463,0,0.9895358854,Minor
191991,BASAKSEHIR,SAMLAR NEIGHBORHOOD,0.006967900632,0.006923902247,0.006354564707,0,0.9936454353,Minor
40585,BASAKSEHIR,ZIYA GOKALP NEIGHBORHOOD,0.02006108783,0.01858087849,0.07966304355,0,0.9203369564,Minor
40207,BAYRAMPASA,ALTINTEPSI NEIGHBORHOOD,0.113027874,0.1147736413,0.01521052445,0,0.9847894756,Heavy
40203,BAYRAMPASA,CEVATPASA NEIGHBORHOOD,0.06516306298,0.06782738809,0.03928096286,0,0.9607190371,Medium
40209,BAYRAMPASA,ISMET PASA NEIGHBORHOOD,0.1412296485,0.1424694073,0.008701929962,0,0.99129807,Heavy
40211,BAYRAMPASA,KARTALTEPE NEIGHBORHOOD,0.09532297668,0.09759772535,0.02330739429,0,0.9766926057,Heavy
40212,BAYRAMPASA,KOCATEPE NEIGHBORHOOD,0.1001330792,0.1013410822,0.01192017015,0,0.9880798299,Heavy
40213,BAYRAMPASA,MURATPASA NEIGHBORHOOD,0.1330041305,0.1381663741,0.03736251726,0,0.9626374827,Heavy
40204,BAYRAMPASA,ORTAMAHALLE NEIGHBORHOOD,0.1159357036,0.1158293391,0.0009182866945,0,0.9990817133,Heavy
40206,BAYRAMPASA,TERAZIDERE NEIGHBORHOOD,0.1100832552,0.1055269253,0.04317694127,0,0.9568230587,Heavy
40205,BAYRAMPASA,VATAN NEIGHBORHOOD,0.1021363871,0.09637489828,0.059782048,0,0.940217952,Heavy
40208,BAYRAMPASA,YENIDOGAN NEIGHBORHOOD,0.1004722675,0.1224589186,0.1795430779,0,0.8204569221,Heavy
40210,BAYRAMPASA,YILDIRIM NEIGHBORHOOD,0.07867213159,0.08231058036,0.04420390136,0,0.9557960986,Medium
40219,BESIKTAS,ABBASAGA NEIGHBORHOOD,0.01358704614,0.01573825227,0.1366864687,0,0.8633135313,Minor
40234,BESIKTAS,AKAT NEIGHBORHOOD,0.00843609229,0.008962584772,0.05874337539,0,0.9412566246,Minor
40231,BESIKTAS,ARNAVUTKOY NEIGHBORHOOD,0.01727766417,0.004179339283,3.609164281,1,0.9615147576,Minor
40223,BESIKTAS,BALMUMCU NEIGHBORHOOD,0.007458805464,0.007495042698,0.004834826936,0,0.9951651731,Minor
40232,BESIKTAS,BEBEK NEIGHBORHOOD,0.005874201153,0.00548618367,0.07072630192,0,0.9292736981,Minor
40217,BESIKTAS,CIHANNUMA NEIGHBORHOOD,0.0244982252,0.02362125695,0.03712623138,0,0.9628737686,Minor
40221,BESIKTAS,DIKILITAS NEIGHBORHOOD,0.01674492804,0.01497010136,0.1185580939,0,0.8814419061,Minor
40233,BESIKTAS,ETILER NEIGHBORHOOD,0.005202257467,0.005915770558,0.1206120292,0,0.8793879708,Minor
40222,BESIKTAS,GAYRETTEPE NEIGHBORHOOD,0.02127541134,0.01272521746,0.6022823163,1,0.8789726235,Minor
40236,BESIKTAS,KONAKLAR NEIGHBORHOOD,0.007029665056,0.007169679277,0.01952865894,0,0.9804713411,Minor
40228,BESIKTAS,KURUCESME NEIGHBORHOOD,0.005075348108,0.004984852494,0.0181541208,0,0.9818458792,Minor
40229,BESIKTAS,KULTUR NEIGHBORHOOD,0.004329019178,0.004141849237,0.04518994541,0,0.9548100546,Minor
40226,BESIKTAS,LEVAZIM NEIGHBORHOOD,0.005304289512,0.006003222939,0.1164263653,0,0.8835736347,Minor
40235,BESIKTAS,LEVENT NEIGHBORHOOD,0.007909051081,0.005678708248,0.3927553125,0,0.6072446875,Minor
40224,BESIKTAS,MECIDIYE NEIGHBORHOOD,0.03172911689,0.03246076424,0.02253943709,0,0.9774605629,Medium
40216,BESIKTAS,MURADIYE NEIGHBORHOOD,0.014548437,0.0146970884,0.01011434344,0,0.9898856566,Minor
40230,BESIKTAS,NISBETIYE NEIGHBORHOOD,0.01749496903,0.005607111579,0.5270466819,1,0.8939549366,Minor
40225,BESIKTAS,ORTAKOY NEIGHBORHOOD,0.01810645121,0.01832873187,0.01212744366,0,0.9878725563,Minor
40215,BESIKTAS,SINANPASA NEIGHBORHOOD,0.04130974698,0.04042869604,0.02179271239,0,0.9782072876,Medium
40218,BESIKTAS,TURKALI NEIGHBORHOOD,0.01867876258,0.02850855908,0.3448015901,0,0.6551984099,Minor
40227,BESIKTAS,ULUS NEIGHBORHOOD,0.007743870403,0.005971538885,0.296796446,0,0.703203554,Minor
40214,BESIKTAS,VISNEZADE NEIGHBORHOOD,0.01681527584,0.01527591093,0.1007707439,0,0.8992292561,Minor
40220,BESIKTAS,YILDIZ NEIGHBORHOOD,0.01419825184,0.01418963438,0.0006073065294,0,0.9993926935,Minor
40250,BEYKOZ,ACARLAR NEIGHBORHOOD,0.003080207,0.002916651813,0.05607634973,0,0.9439236503,Minor
191701,BEYKOZ,AKBABA NEIGHBORHOOD,0.001927384437,0.00167526173,0.150497503,0,0.849502497,Minor
191703,BEYKOZ,ALIBAHADIR NEIGHBORHOOD,0.004102406752,0.004282904031,0.0421436664,0,0.9578563336,Minor
191705,BEYKOZ,ANADOLU FENERI NEIGHBORHOOD,0.003083227384,0.002550904527,0.5877160382,0,0.9961808776,Minor
40243,BEYKOZ,ANADOLU HISARI NEIGHBORHOOD,0.01193466023,0.01020195965,0.1698399755,0,0.8301600245,Minor
40256,BEYKOZ,ANADOLU KAVAGI NEIGHBORHOOD,0.003839858024,0.00389501666,0.01416133498,0,0.985838665,Minor
40257,BEYKOZ,BAKLACI NEIGHBORHOOD,0.003837366413,0.004748003794,0.1917937349,0,0.8082062651,Minor
191725,BEYKOZ,BOZHANE NEIGHBORHOOD,0.004647237408,0.004785737986,0.02894027598,0,0.971059724,Minor
191727,BEYKOZ,CUMHURIYET NEIGHBORHOOD,0.003520058845,0.003653345085,0.03648334259,0,0.9635166574,Minor
40253,BEYKOZ,CAMLIBAHCE NEIGHBORHOOD,0.02008797,0.02540186611,0.2091931393,0,0.7908068607,Minor
40258,BEYKOZ,CENGELDERE NEIGHBORHOOD,0.003830134172,0.003788799902,0.01090959422,0,0.9890904058,Minor
40259,BEYKOZ,CIFTLIK NEIGHBORHOOD,0.004973872972,0.004255312419,0.1688619969,0,0.8311380031,Minor
40240,BEYKOZ,CIGDEM NEIGHBORHOOD,0.01767684613,0.002438377827,7.86980132,1,0.9377697926,Minor
40241,BEYKOZ,CUBUKLU NEIGHBORHOOD,0.008238451467,0.009080832361,0.0927647225,0,0.9072352775,Minor
191709,BEYKOZ,DERESEKI NEIGHBORHOOD,0.002799003706,0.001634027255,1.065330858,0,0.9953570783,Minor
191711,BEYKOZ,ELMALI NEIGHBORHOOD,0.002941450206,0.002911814766,0.01017765281,0,0.9898223472,Minor
40260,BEYKOZ,FATIH NEIGHBORHOOD,0.003996940887,0.003841576605,0.04044284346,0,0.9595571565,Minor
40244,BEYKOZ,GOKSU NEIGHBORHOOD,0.01656202718,0.01968000823,0.1584339301,0,0.8415660699,Minor
191729,BEYKOZ,GOLLU NEIGHBORHOOD,0.00261159026,0.003391171868,0.2298856085,0,0.7701143915,Minor
191713,BEYKOZ,GORELE NEIGHBORHOOD,0.003386155456,0.003930898364,0.1385797489,0,0.8614202511,Minor
40246,BEYKOZ,GOZTEPE NEIGHBORHOOD,0.01167378773,0.01164378693,0.00257655069,0,0.9974234493,Minor
40237,BEYKOZ,GUMUSSUYU NEIGHBORHOOD,0.007376327396,0.007172365758,0.0284371497,0,0.9715628503,Minor
40238,BEYKOZ,INCIRKOY NEIGHBORHOOD,0.01002160391,0.005227662096,0.8696192288,1,0.9687865067,Minor
191731,BEYKOZ,ISHAKLI NEIGHBORHOOD,0.002598539489,0.003298142847,0.2121203934,0,0.7878796066,Minor
40242,BEYKOZ,KANLICA NEIGHBORHOOD,0.005865765949,0.004891942771,0.199066756,0,0.800933244,Minor
40247,BEYKOZ,KAVACIK NEIGHBORHOOD,0.01216446056,0.01157982465,0.0504874582,0,0.9495125418,Minor
191715,BEYKOZ,KAYNARCA NEIGHBORHOOD,0.002564431012,0.002542551889,0.00860518245,0,0.9913948176,Minor
191733,BEYKOZ,KILICLI NEIGHBORHOOD,0.00157587868,0.002156626452,0.2692852867,0,0.7307147133,Minor
191723,BEYKOZ,MAHMUTSEVKETPASA NEIGHBORHOOD,0.003751902659,0.003534592055,0.06148109922,0,0.9385189008,Minor
40251,BEYKOZ,MERKEZ NEIGHBORHOOD,0.007010458173,0.001755574172,0.9125613314,1,0.9715482094,Minor
40254,BEYKOZ,ORTACESME NEIGHBORHOOD,0.004579304723,0.008665783825,0.4715648561,0,0.5284351439,Minor
191735,BEYKOZ,OGUMCE NEIGHBORHOOD,0.005214631178,0.004640810901,0.1236465543,0,0.8763534457,Minor
191721,BEYKOZ,ORNEKKOY NEIGHBORHOOD,0.003386983502,0.002789393861,0.2142363791,0,0.7857636209,Minor
40239,BEYKOZ,PASABAHCE NEIGHBORHOOD,0.01233437944,0.01330453194,0.07291895,0,0.92708105,Minor
191737,BEYKOZ,PASAMANDIRA NEIGHBORHOOD,0.004848401992,0.004888815509,0.008266525324,0,0.9917334747,Minor
191717,BEYKOZ,POLONEZKOY NEIGHBORHOOD,0.005529909723,0.006435388,0.1407029812,0,0.8592970188,Minor
16634,BEYKOZ,POYRAZKOY NEIGHBORHOOD,0.004124655401,0.00529358632,0.5497924546,0,0.9919790442,Minor
191707,BEYKOZ,RIVA NEIGHBORHOOD,0.00454564396,0.001676528595,2.627888972,1,0.985483643,Minor
40248,BEYKOZ,RUZGARLIBAHCE NEIGHBORHOOD,0.008136850177,0.007960277529,0.02218172013,0,0.9778182799,Minor
40249,BEYKOZ,SOGUKSU NEIGHBORHOOD,0.001673131192,0.00172191251,0.02832973085,0,0.9716702692,Minor
40255,BEYKOZ,TOKATKOY NEIGHBORHOOD,0.008098406536,0.008021808693,0.009548699852,0,0.9904513001,Minor
40252,BEYKOZ,YALIKOY NEIGHBORHOOD,0.01720868678,0.01227866834,0.4015108397,0,0.5984891603,Minor
40261,BEYKOZ,YAVUZ SELIM NEIGHBORHOOD,0.004375529773,0.003893991481,0.1236618759,0,0.8763381241,Minor
40245,BEYKOZ,YENI MAHALLE NEIGHBORHOOD,0.01148151683,0.0116456665,0.01409534312,0,0.9859046569,Minor
191739,BEYKOZ,ZERZAVATCI NEIGHBORHOOD,0.002866979112,0.003148201717,0.08932801353,0,0.9106719865,Minor
40869,BEYLIKDUZU,ADNAN KAHVECI NEIGHBORHOOD,0.2546266654,0.2320429377,0.09732564147,0,0.9026743585,Very Heavy
40875,BEYLIKDUZU,BARIS NEIGHBORHOOD,0.3379123636,0.3527687222,0.04211359359,0,0.9578864064,Very Heavy
40877,BEYLIKDUZU,BUYUKSEHIR NEIGHBORHOOD,0.2755720605,0.3474445578,0.2068603341,1,0.7931396659,Very Heavy
